Date,Confirmed,Recovered,Deaths,Day_deaths,Day_confirmed,Day_recovered,Rt,Rt2,Rate_conf,Rate_ill,Region,Remaining_ill,MA7_dayconfirmed,MA14_dayconfirmed,MA7_remaining_ill,MA14_remaining_ill,Change_dayconf,Change_remill
2020-06-24,4523,4077,36,1,72,183,0.968,1.073,0.7452861434119704,0.1786134369581696,Пензенская обл.,410,73.85714285714286,86.14285714285714,559.0,664.0,1,-112
2020-06-25,4593,4100,37,1,70,23,0.95,1.071,0.7480529125691782,0.19806710826365512,Пензенская обл.,456,73.85714285714286,82.92857142857143,528.1428571428571,648.2857142857143,-2,46
2020-06-26,4664,4239,38,1,71,139,0.934,1.069,0.7512959210301646,0.16984038514708527,Пензенская обл.,387,73.28571428571429,80.64285714285714,499.57142857142856,627.0714285714286,1,-69
2020-06-27,4739,4438,38,0,75,199,0.96,1.067,0.7550434480583004,0.11672029291024076,Пензенская обл.,263,73.57142857142857,78.92857142857143,462.42857142857144,592.0,4,-124
2020-06-28,4819,4496,38,0,80,58,0.99,1.065,0.7595710842841764,0.1259518201142847,Пензенская обл.,285,73.14285714285714,77.85714285714286,419.7142857142857,554.4285714285714,5,22
2020-06-29,4893,4511,40,2,74,15,1.049,1.065,0.7631528052455253,0.14963248162408121,Пензенская обл.,342,73.28571428571429,76.42857142857143,380.7142857142857,517.6428571428571,-6,57
2020-06-30,4970,4661,41,1,77,150,1.077,1.065,0.7671540744834059,0.11864759450856432,Пензенская обл.,268,74.14285714285714,75.35714285714286,344.42857142857144,479.0,3,-74
2020-07-01,5045,4869,42,1,75,208,1.062,1.065,0.7709293174715963,0.060377222467535976,Пензенская обл.,134,74.57142857142857,74.21428571428571,305.0,432.0,-2,-134
2020-07-02,5118,4869,43,1,73,0,1.01,1.064,0.7740881625615391,0.09258260525653471,Пензенская обл.,206,75.0,74.42857142857143,269.2857142857143,398.7142857142857,-2,72
2020-07-03,5193,4889,44,1,75,20,1.0,1.063,0.7775313939716987,0.1181114881593233,Пензенская обл.,260,75.57142857142857,74.42857142857143,251.14285714285714,375.35714285714283,2,54
2020-07-04,5268,4910,46,2,75,21,0.974,1.062,0.7810056114393304,0.14337642285015786,Пензенская обл.,312,75.57142857142857,74.57142857142857,258.14285714285717,360.2857142857143,0,52
2020-07-05,5347,4925,48,2,79,15,0.987,1.061,0.7848795818281368,0.16973767813379323,Пензенская обл.,374,75.42857142857143,74.28571428571429,270.85714285714283,345.2857142857143,4,62
2020-07-06,5418,4928,50,2,71,3,1.003,1.06,0.7876579895385993,0.19709994310978915,Пензенская обл.,440,75.0,74.14285714285714,284.85714285714283,332.7857142857143,-8,66
2020-07-07,5486,4957,52,2,68,29,0.977,1.059,0.7902280224133212,0.21696019212575504,Пензенская обл.,477,73.71428571428571,73.92857142857143,314.7142857142857,329.57142857142856,-3,37
2020-07-08,5558,4982,54,2,72,25,0.973,1.057,0.7931026609892807,0.23987427279494886,Пензенская обл.,522,73.28571428571429,73.92857142857143,370.14285714285717,337.57142857142856,4,45
2020-07-09,5628,5061,56,2,70,79,0.93,1.056,0.795700840236335,0.23751754655065027,Пензенская обл.,511,72.85714285714286,73.92857142857143,413.7142857142857,341.5,-2,-11
2020-07-10,5663,5126,60,4,35,65,0.817,1.052,0.7932083548105152,0.22305249916998285,Пензенская обл.,477,67.14285714285714,71.35714285714286,444.7142857142857,347.92857142857144,-35,-34
2020-07-11,5699,5143,63,3,36,17,0.727,1.048,0.7909268930409814,0.23266130554611697,Пензенская обл.,493,61.57142857142857,68.57142857142857,470.57142857142856,364.35714285714283,1,16
2020-07-12,5733,5146,65,2,34,3,0.603,1.042,0.788407535047211,0.24305523220621514,Пензенская обл.,522,55.142857142857146,65.28571428571429,491.7142857142857,381.2857142857143,-2,29
2020-07-13,5768,5146,66,1,35,0,0.498,1.035,0.7861534498479622,0.25476656326321145,Пензенская обл.,556,50.0,62.5,508.2857142857143,396.57142857142856,1,34
2020-07-14,5803,5195,67,1,35,49,0.571,1.03,0.7842453581134865,0.2510347643706962,Пензенская обл.,541,45.285714285714285,59.5,517.4285714285714,416.07142857142856,0,-15
2020-07-15,5844,5208,68,1,41,13,0.681,1.027,0.7829907190679142,0.26874852140998345,Пензенская обл.,568,40.857142857142854,57.07142857142857,524.0,447.07142857142856,6,27
2020-07-16,5883,5229,69,1,39,21,0.857,1.025,0.7814855797778153,0.279679492082919,Пензенская обл.,585,36.42857142857143,54.642857142857146,534.5714285714286,474.14285714285717,-2,17
2020-07-17,5919,5244,70,1,36,15,1.079,1.026,0.7796333786879135,0.29127569123813835,Пензенская обл.,605,36.57142857142857,51.857142857142854,552.8571428571429,498.7857142857143,-3,20
2020-07-18,5954,5254,71,1,35,10,1.079,1.026,0.7778563095329857,0.30485588410629727,Пензенская обл.,629,36.42857142857143,49.0,572.2857142857143,521.4285714285714,-1,24
2020-07-19,5991,5268,72,1,37,14,1.014,1.026,0.7764929116345622,0.3116920425165182,Пензенская обл.,651,36.857142857142854,46.0,590.7142857142857,541.2142857142857,2,22
2020-07-20,6028,5269,73,1,37,1,0.967,1.025,0.7753194269736047,0.3244158386811503,Пензенская обл.,686,37.142857142857146,43.57142857142857,609.2857142857143,558.7857142857143,0,35
2020-07-21,6068,5293,74,1,40,24,0.987,1.025,0.7746435720413416,0.33643047743372173,Пензенская обл.,701,37.857142857142854,41.57142857142857,632.1428571428571,574.7857142857143,3,15
2020-07-22,6109,5322,75,1,41,29,1.026,1.025,0.7740848211457317,0.3483502289717797,Пензенская обл.,712,37.857142857142854,39.357142857142854,652.7142857142857,588.3571428571429,1,11
2020-07-23,6154,5345,76,1,45,23,1.109,1.026,0.7740510516478457,0.3632021247076545,Пензенская обл.,733,38.714285714285715,37.57142857142857,673.8571428571429,604.2142857142857,4,21
2020-07-24,6198,5364,77,1,44,19,1.172,1.027,0.7739286682008718,0.3803465826588085,Пензенская обл.,757,39.857142857142854,38.214285714285715,695.5714285714286,624.2142857142857,-1,24
2020-07-25,6244,5402,78,1,46,38,1.181,1.028,0.7739984133280444,0.38902580605739656,Пензенская обл.,764,41.42857142857143,38.92857142857143,714.8571428571429,643.5714285714286,2,7
2020-07-26,6286,5415,79,1,42,13,1.142,1.028,0.7736758217074777,0.39805795965139773,Пензенская обл.,792,42.142857142857146,39.5,735.0,662.8571428571429,-4,28
2020-07-27,6324,5418,80,1,38,3,1.043,1.028,0.7729917371534738,0.41005376370775976,Пензенская обл.,826,42.285714285714285,39.714285714285715,755.0,682.1428571428571,-4,34
2020-07-28,6364,5437,81,1,40,19,0.976,1.028,0.772784952308094,0.42771772652355483,Пензенская обл.,846,42.285714285714285,40.07142857142857,775.7142857142857,703.9285714285714,2,20
2020-07-29,6409,5475,81,0,45,38,0.938,1.027,0.7731094464348183,0.43747179255733804,Пензенская обл.,853,42.857142857142854,40.357142857142854,795.8571428571429,724.2857142857143,5,7
2020-07-30,6452,5506,81,0,43,31,0.938,1.027,0.7731585058819723,0.45278001695962145,Пензенская обл.,865,42.57142857142857,40.642857142857146,814.7142857142857,744.2857142857143,-2,12
2020-07-31,6499,5550,81,0,47,44,1.029,1.027,0.773707976728045,0.46266683723508595,Пензенская обл.,868,43.0,41.42857142857143,830.5714285714286,763.0714285714286,4,3
2020-08-01,6545,5590,81,0,46,40,1.09,1.027,0.7741503566769138,0.4727876620812394,Пензенская обл.,874,43.0,42.214285714285715,846.2857142857143,780.5714285714286,-1,6
2020-08-02,6594,5613,82,1,49,23,1.121,1.028,0.7749714997590701,0.4818592585048963,Пензенская обл.,899,44.0,43.07142857142857,861.5714285714286,798.2857142857143,3,25
2020-08-03,6645,5617,83,1,51,4,1.163,1.029,0.7760457055300701,0.5014220222429748,Пензенская обл.,945,45.857142857142854,44.07142857142857,878.5714285714286,816.7857142857143,2,46
2020-08-04,6699,5664,84,1,54,47,1.143,1.03,0.7776667212275502,0.5123894806601258,Пензенская обл.,951,47.857142857142854,45.07142857142857,893.5714285714286,834.6428571428571,3,6
2020-08-05,6749,5724,85,1,50,60,1.127,1.03,0.7787664127704307,0.5133498260617877,Пензенская обл.,940,48.57142857142857,45.714285714285715,906.0,850.9285714285714,-4,-11
2020-08-06,6801,5775,86,1,52,51,1.119,1.031,0.780026012336362,0.5195350713808026,Пензенская обл.,940,49.857142857142854,46.214285714285715,916.7142857142857,865.7142857142857,2,0
2020-08-07,6855,5876,87,1,54,101,1.088,1.031,0.7815216585816323,0.49883121385990226,Пензенская обл.,892,50.857142857142854,46.92857142857143,920.1428571428571,875.3571428571429,2,-48
2020-08-08,6906,6007,88,1,51,131,1.035,1.031,0.7826852700808186,0.4574529291653035,Пензенская обл.,811,51.57142857142857,47.285714285714285,911.1428571428571,878.7142857142857,-3,-81
2020-08-09,6954,6118,89,1,48,111,1.005,1.031,0.7835175136557841,0.4168922274992605,Пензенская обл.,747,51.42857142857143,47.714285714285715,889.4285714285714,875.5,-3,-64
2020-08-10,6999,6162,90,1,45,44,0.957,1.03,0.7840663907852314,0.4127710364034215,Пензенская обл.,747,50.57142857142857,48.214285714285715,861.1428571428571,869.8571428571429,-3,0
2020-08-11,7048,6306,91,1,49,144,0.919,1.03,0.7852058658710627,0.36309281455494635,Пензенская обл.,651,49.857142857142854,48.857142857142854,818.2857142857143,855.9285714285714,4,-96
2020-08-12,7101,6439,92,1,53,133,0.942,1.029,0.7866392083314409,0.321773934053279,Пензенская обл.,570,50.285714285714285,49.42857142857143,765.4285714285714,835.7142857142857,4,-81
2020-08-13,7156,6568,93,1,55,129,0.985,1.029,0.788315828667993,0.28128516064508063,Пензенская обл.,495,50.714285714285715,50.285714285714285,701.8571428571429,809.2857142857143,2,-75
2020-08-14,7208,6716,94,1,52,148,1.056,1.029,0.789638297895649,0.22826205401437247,Пензенская обл.,398,50.42857142857143,50.642857142857146,631.2857142857143,775.7142857142857,-3,-97
2020-08-15,7257,6839,95,1,49,123,1.083,1.029,0.7906227802205943,0.18686073957513769,Пензенская обл.,323,50.142857142857146,50.857142857142854,561.5714285714286,736.3571428571429,-3,-75
2020-08-16,7301,6955,96,1,44,116,1.026,1.029,0.7911335824882186,0.14351320321469574,Пензенская обл.,250,49.57142857142857,50.5,490.57142857142856,690.0,-5,-73
2020-08-17,7348,6982,97,1,47,27,0.95,1.029,0.7920279818269028,0.15292432235764963,Пензенская обл.,269,49.857142857142854,50.214285714285715,422.2857142857143,641.7142857142857,3,19
2020-08-18,7399,7048,98,1,51,66,0.914,1.028,0.7934644013413505,0.14540814860367945,Пензенская обл.,253,50.142857142857146,50.0,365.42857142857144,591.8571428571429,4,-16
2020-08-19,7448,7093,99,1,49,45,0.914,1.027,0.7946050499241989,0.14891599625383198,Пензенская обл.,256,49.57142857142857,49.92857142857143,320.57142857142856,543.0,-2,3
2020-08-20,7495,7137,100,1,47,44,0.97,1.027,0.7955580369937141,0.15132497331284386,Пензенская обл.,258,48.42857142857143,49.57142857142857,286.7142857142857,494.2857142857143,-2,2
2020-08-21,7540,7174,101,1,45,37,1.0,1.026,0.7962187003683303,0.1563818549838602,Пензенская обл.,265,47.42857142857143,48.92857142857143,267.7142857142857,449.5,-2,7
2020-08-22,7590,7214,102,1,50,40,1.0,1.026,0.797355176032701,0.16298851942180714,Пензенская обл.,274,47.57142857142857,48.857142857142854,260.7142857142857,411.14285714285717,5,9
2020-08-23,7638,7255,102,0,48,41,0.995,1.026,0.7983285062226352,0.16555998750935325,Пензенская обл.,281,48.142857142857146,48.857142857142854,265.14285714285717,377.85714285714283,-2,7
2020-08-24,7688,7272,102,0,50,17,0.995,1.026,0.7995898046059617,0.18261122419307937,Пензенская обл.,314,48.57142857142857,49.214285714285715,271.57142857142856,346.92857142857144,2,33
2020-08-25,7742,7317,103,1,54,45,1.052,1.026,0.8012925007426084,0.18955225637825682,Пензенская обл.,322,49.0,49.57142857142857,281.42857142857144,323.42857142857144,4,8
2020-08-26,7801,7370,104,1,59,53,1.105,1.026,0.8035102717679595,0.1946057893734527,Пензенская обл.,327,50.42857142857143,50.0,291.57142857142856,306.07142857142856,5,5
2020-08-27,7863,7417,105,1,62,47,1.184,1.027,0.8059853870943935,0.20516090992774244,Пензенская обл.,341,52.57142857142857,50.5,303.42857142857144,295.07142857142856,3,14
2020-08-28,7929,7476,106,1,66,59,1.249,1.029,0.8087474054089892,0.2102711710346917,Пензенская обл.,347,55.57142857142857,51.5,315.14285714285717,291.42857142857144,4,6
2020-08-29,7994,7521,107,1,65,45,1.248,1.03,0.811288623488602,0.22325513303809977,Пензенская обл.,366,57.714285714285715,52.642857142857146,328.2857142857143,294.5,-1,19
2020-08-30,8057,7548,107,0,63,27,1.213,1.032,0.8135704808315646,0.24180305682371836,Пензенская обл.,402,59.857142857142854,54.0,345.57142857142856,305.35714285714283,-2,36
2020-08-31,8125,7558,107,0,68,10,1.164,1.033,0.8163211995350235,0.27258290075612124,Пензенская обл.,460,62.42857142857143,55.5,366.42857142857144,319.0,5,58
2020-09-01,8200,7613,108,1,75,55,1.124,1.033,0.8199606418891893,0.28675079619740906,Пензенская обл.,479,65.42857142857143,57.214285714285715,388.85714285714283,335.14285714285717,7,19
2020-09-02,8279,7698,109,1,79,85,1.131,1.034,0.8237810945273631,0.2836248700553429,Пензенская обл.,472,68.28571428571429,59.357142857142854,409.57142857142856,350.57142857142856,4,-7
2020-09-03,8364,7778,110,1,85,80,1.199,1.035,0.8281229114995619,0.28755769277239446,Пензенская обл.,476,71.57142857142857,62.07142857142857,428.85714285714283,366.14285714285717,6,4
2020-09-04,8454,7879,111,1,90,101,1.256,1.037,0.8328202501219085,0.28170895336623986,Пензенская обл.,464,75.0,65.28571428571429,445.57142857142856,380.35714285714283,5,-12
2020-09-05,8547,8003,112,1,93,124,1.28,1.039,0.8376865854495202,0.2627337691956819,Пензенская обл.,432,79.0,68.35714285714286,455.0,391.64285714285717,3,-32
2020-09-06,8645,8043,112,0,98,40,1.284,1.041,0.8429993027825315,0.2938777468573074,Пензенская обл.,490,84.0,71.92857142857143,467.57142857142856,406.57142857142856,5,58
2020-09-07,8742,8052,112,0,97,9,1.231,1.043,0.848169672743502,0.34091847447830037,Пензенская обл.,578,88.14285714285714,75.28571428571429,484.42857142857144,425.42857142857144,-1,88
2020-09-08,8836,8087,113,1,94,35,1.161,1.044,0.8530694958143019,0.3791423989698773,Пензенская обл.,636,90.85714285714286,78.14285714285714,506.85714285714283,447.85714285714283,-3,58
2020-09-09,8932,8117,114,1,96,30,1.11,1.045,0.8580153639696947,0.42123859771413463,Пензенская обл.,701,93.28571428571429,80.78571428571429,539.5714285714286,474.57142857142856,2,65
2020-09-10,9029,8148,115,1,97,31,1.049,1.045,0.862887888605369,0.46218639506679376,Пензенская обл.,766,95.0,83.28571428571429,581.0,504.92857142857144,1,65
2020-09-11,9121,8189,116,1,92,41,1.003,1.044,0.8671190655915062,0.4933434904051946,Пензенская обл.,816,95.28571428571429,85.14285714285714,631.2857142857143,538.4285714285714,-5,50
2020-09-12,9211,8234,117,1,90,45,0.982,1.044,0.8711302278689796,0.5201308794445486,Пензенская обл.,860,94.85714285714286,86.92857142857143,692.4285714285714,573.7142857142857,-2,44
2020-09-13,9296,8245,117,0,85,11,0.945,1.043,0.8746616284551063,0.5559259082900814,Пензенская обл.,934,93.0,88.5,755.8571428571429,611.7142857142857,-5,74
2020-09-14,9389,8266,117,0,93,21,0.938,1.042,0.878856522390295,0.5883557037167003,Пензенская обл.,1006,92.42857142857143,90.28571428571429,817.0,650.7142857142857,8,72
2020-09-15,9484,8301,118,1,95,35,0.958,1.041,0.8831781749575592,0.6236860136215368,Пензенская обл.,1065,92.57142857142857,91.71428571428571,878.2857142857143,692.5714285714286,2,59
2020-09-16,9582,8323,119,1,98,22,0.989,1.04,0.8876175407751045,0.6686687626108583,Пензенская обл.,1140,92.85714285714286,93.07142857142857,941.0,740.2857142857143,3,75
2020-09-17,9679,8397,120,1,97,74,1.052,1.04,0.8918427577742538,0.6821170282708744,Пензенская обл.,1162,92.85714285714286,93.92857142857143,997.5714285714286,789.2857142857143,-1,22
2020-09-18,9778,8444,121,1,99,47,1.081,1.041,0.8960892093556919,0.7102538879520329,Пензенская обл.,1213,93.85714285714286,94.57142857142857,1054.2857142857142,842.7857142857143,2,51
2020-09-19,9875,8479,122,1,97,35,1.077,1.041,0.8999763955558027,0.7430737824438611,Пензенская обл.,1274,94.85714285714286,94.85714285714286,1113.4285714285713,902.9285714285714,-2,61
2020-09-20,9969,8505,122,0,94,26,1.043,1.041,0.9034809710721144,0.768508337914605,Пензенская обл.,1342,96.14285714285714,94.57142857142857,1171.7142857142858,963.7857142857143,-3,68
2020-09-21,10061,8524,122,0,92,19,0.997,1.041,0.9067272293043859,0.7943502888291333,Пензенская обл.,1415,96.0,94.21428571428571,1230.142857142857,1023.5714285714286,-2,73
2020-09-22,10154,8545,123,1,93,21,0.967,1.04,0.9100115611080739,0.833838349830539,Пензенская обл.,1486,95.71428571428571,94.14285714285714,1290.2857142857142,1084.2857142857142,1,71
2020-09-23,10249,8596,124,1,95,51,0.957,1.039,0.9132619464090155,0.8554181142758038,Пензенская обл.,1529,95.28571428571429,94.07142857142857,1345.857142857143,1143.4285714285713,2,43
2020-09-24,10342,8644,125,1,93,48,0.964,1.038,0.9161649699336307,0.8784813944007283,Пензенская обл.,1573,94.71428571428571,93.78571428571429,1404.5714285714287,1201.0714285714287,-2,44
2020-09-25,10433,8688,126,1,91,44,0.974,1.038,0.9183590834190105,0.8903137819913554,Пензенская обл.,1619,93.57142857142857,93.71428571428571,1462.5714285714287,1258.4285714285713,-2,46
2020-09-26,10522,8718,128,2,89,30,0.979,1.037,0.9201002823611302,0.9148671368370488,Пензенская обл.,1676,92.42857142857143,93.64285714285714,1520.0,1316.7142857142858,-2,57
2020-09-27,10607,8725,128,0,85,7,0.957,1.036,0.9211959306536696,0.9334951249627453,Пензенская обл.,1754,91.14285714285714,93.64285714285714,1578.857142857143,1375.2857142857142,-4,78
2020-09-28,10696,8726,128,0,89,1,0.949,1.036,0.9224085072694863,0.9530806962352795,Пензенская обл.,1842,90.71428571428571,93.35714285714286,1639.857142857143,1435.0,4,88
2020-09-29,10788,8800,130,2,92,74,0.954,1.035,0.9237843646841725,0.9535001873130078,Пензенская обл.,1858,90.57142857142857,93.14285714285714,1693.0,1491.642857142857,3,16
2020-09-30,10883,8885,132,2,95,85,0.981,1.034,0.9252001639057168,0.9457343125180556,Пензенская обл.,1866,90.57142857142857,92.92857142857143,1741.142857142857,1543.5,3,8
2020-10-01,10980,8962,134,2,97,77,1.042,1.034,0.926401688784718,0.941538646063429,Пензенская обл.,1884,91.14285714285714,92.92857142857143,1785.5714285714287,1595.0714285714287,2,18
2020-10-02,11078,9038,136,2,98,76,1.079,1.035,0.9273063166150892,0.9366851970285827,Пензенская обл.,1904,92.14285714285714,92.85714285714286,1826.2857142857142,1644.4285714285713,1,20
2020-10-03,11174,9118,137,1,96,80,1.087,1.035,0.9276862969094282,0.9253008794939053,Пензенская обл.,1919,93.14285714285714,92.78571428571429,1861.0,1690.5,-2,15
2020-10-04,11267,9146,137,0,93,28,1.064,1.035,0.9273243396507492,0.924941724941725,Пензенская обл.,1984,94.28571428571429,92.71428571428571,1893.857142857143,1736.357142857143,-3,65
2020-10-05,11357,9163,137,0,90,17,1.011,1.035,0.9264297175356007,0.9262010896483408,Пензенская обл.,2057,94.42857142857143,92.57142857142857,1924.5714285714287,1782.2142857142858,-3,73
2020-10-06,11454,9204,137,0,97,41,0.984,1.035,0.9255727658254034,0.9297516115547929,Пензенская обл.,2113,95.14285714285714,92.85714285714286,1961.0,1827.0,7,56
2020-10-07,11555,9292,137,0,101,88,0.987,1.034,0.9254224066748944,0.9184418456965858,Пензенская обл.,2126,96.0,93.28571428571429,1998.142857142857,1869.642857142857,4,13
2020-10-08,11660,9453,137,0,105,161,1.023,1.034,0.925314575212362,0.8781344521416724,Пензенская обл.,2070,97.14285714285714,94.14285714285714,2024.7142857142858,1905.142857142857,4,-56
2020-10-09,11767,9520,138,1,107,67,1.088,1.035,0.9249055601231845,0.8767043565014965,Пензенская обл.,2109,98.42857142857143,95.28571428571429,2054.0,1940.142857142857,2,39
2020-10-10,11877,9597,139,1,110,77,1.125,1.036,0.9242197397212945,0.8687924555864857,Пензенская обл.,2141,100.42857142857143,96.78571428571429,2085.714285714286,1973.357142857143,3,32
2020-10-11,12005,9619,139,0,128,22,1.181,1.037,0.9243731125617725,0.8788363533962508,Пензенская обл.,2247,105.42857142857143,99.85714285714286,2123.285714285714,2008.5714285714287,18,106
2020-10-12,12138,9644,139,0,133,25,1.216,1.038,0.924933895192447,0.8874970322551469,Пензенская обл.,2355,111.57142857142857,103.0,2165.8571428571427,2045.2142857142858,5,108
2020-10-13,12279,9679,140,1,141,35,1.249,1.04,0.9258938091266783,0.906321036595475,Пензенская обл.,2460,117.85714285714286,106.5,2215.4285714285716,2088.214285714286,8,105
2020-10-14,12424,9749,141,1,145,70,1.293,1.042,0.9268812728055392,0.9131564438070047,Пензенская обл.,2534,124.14285714285714,110.07142857142857,2273.714285714286,2135.9285714285716,4,74
2020-10-15,12574,9832,142,1,150,83,1.264,1.045,0.9285440526731272,0.9201097053879501,Пензенская обл.,2600,130.57142857142858,113.85714285714286,2349.4285714285716,2187.0714285714284,5,66
2020-10-16,12734,9943,143,1,160,111,1.247,1.047,0.9299553863871883,0.9162376127996457,Пензенская обл.,2648,138.14285714285714,118.28571428571429,2426.4285714285716,2240.214285714286,10,48
2020-10-17,12899,9996,145,2,165,53,1.211,1.048,0.9318504444693279,0.9348075137102843,Пензенская обл.,2758,146.0,123.21428571428571,2514.5714285714284,2300.1428571428573,5,110
2020-10-18,13063,10030,148,3,164,34,1.168,1.05,0.9335155152379632,0.9472339782842096,Пензенская обл.,2885,151.14285714285714,128.28571428571428,2605.714285714286,2364.5,-1,127
2020-10-19,13223,10051,151,3,160,21,1.141,1.051,0.9342789878726729,0.9589075880982459,Пензенская обл.,3021,155.0,133.28571428571428,2700.8571428571427,2433.3571428571427,-4,136
2020-10-20,13389,10137,154,3,166,86,1.099,1.051,0.9352244112500742,0.9639318962513068,Пензенская обл.,3098,158.57142857142858,138.21428571428572,2792.0,2503.714285714286,6,77
2020-10-21,13555,10212,156,2,166,75,1.058,1.051,0.936548898492747,0.9781384371269063,Пензенская обл.,3187,161.57142857142858,142.85714285714286,2885.285714285714,2579.5,0,89
2020-10-22,13719,10301,159,3,164,89,1.027,1.051,0.9375345963182,0.9873483682545838,Пензенская обл.,3259,163.57142857142858,147.07142857142858,2979.4285714285716,2664.4285714285716,-2,72
2020-10-23,13891,10397,162,3,172,96,1.029,1.051,0.938171581863592,0.9920504957275136,Пензенская обл.,3332,165.28571428571428,151.71428571428572,3077.1428571428573,2751.785714285714,8,73
2020-10-24,14066,10461,165,3,175,64,1.034,1.051,0.9395077503044083,1.0101959310247615,Пензенская обл.,3440,166.71428571428572,156.35714285714286,3174.5714285714284,2844.5714285714284,3,108
2020-10-25,14243,10506,168,3,177,45,1.049,1.051,0.9408294068804797,1.021743175734673,Пензенская обл.,3569,168.57142857142858,159.85714285714286,3272.285714285714,2939.0,2,129
2020-10-26,14412,10520,170,2,169,14,1.056,1.051,0.9412078180592781,1.0371761611106312,Пензенская обл.,3722,169.85714285714286,162.42857142857142,3372.4285714285716,3036.6428571428573,-8,153
2020-10-27,14583,10594,174,4,171,74,1.036,1.05,0.9421918187022136,1.0531546329141879,Пензенская обл.,3815,170.57142857142858,164.57142857142858,3474.8571428571427,3133.4285714285716,2,93
2020-10-28,14752,10719,175,1,169,125,1.013,1.05,0.9432369806186284,1.0548477060206705,Пензенская обл.,3858,171.0,166.28571428571428,3570.714285714286,3228.0,-2,43
2020-10-29,14920,10885,178,3,168,166,0.984,1.049,0.9432930410642267,1.0470990984142843,Пензенская обл.,3857,171.57142857142858,167.57142857142858,3656.1428571428573,3317.785714285714,-1,-1
2020-10-30,15090,11011,180,2,170,126,0.978,1.048,0.9431391470872063,1.0487949214547019,Пензенская обл.,3899,171.28571428571428,168.28571428571428,3737.1428571428573,3407.1428571428573,2,42
2020-10-31,15258,11147,183,3,168,136,0.975,1.047,0.9429484659937853,1.048271739362497,Пензенская обл.,3928,170.28571428571428,168.5,3806.8571428571427,3490.714285714286,-2,29
2020-11-01,15423,11244,185,2,165,97,0.978,1.047,0.9422763338528489,1.0431657494782864,Пензенская обл.,3994,168.57142857142858,168.57142857142858,3867.5714285714284,3569.9285714285716,-3,66
2020-11-02,15587,11293,187,2,164,49,0.985,1.046,0.941791064616039,1.051642375016644,Пензенская обл.,4107,167.85714285714286,168.85714285714286,3922.5714285714284,3647.5,-1,113
2020-11-03,15749,11371,191,4,162,78,0.972,1.045,0.9409769813453659,1.0640568852384027,Пензенская обл.,4187,166.57142857142858,168.57142857142858,3975.714285714286,3725.285714285714,-2,80
2020-11-04,15918,11516,192,1,169,145,0.978,1.044,0.9399723877944131,1.0596366528569918,Пензенская обл.,4210,166.57142857142858,168.78571428571428,4026.0,3798.3571428571427,7,23
2020-11-05,16091,11563,195,3,173,47,0.996,1.044,0.9394240503299164,1.0720471077242812,Пензенская обл.,4333,167.28571428571428,169.42857142857142,4094.0,3875.0714285714284,4,123
2020-11-06,16266,11713,196,1,175,150,1.018,1.043,0.9383653313642237,1.0693887769402768,Пензенская обл.,4357,168.0,169.64285714285714,4159.428571428572,3948.285714285714,2,24
2020-11-07,16437,11889,198,2,171,176,1.044,1.043,0.9372027943319672,1.0592756015954883,Пензенская обл.,4350,168.42857142857142,169.35714285714286,4219.714285714285,4013.285714285714,-4,-7
2020-11-08,16607,11980,200,2,170,91,1.044,1.043,0.935956815345927,1.0556109285656377,Пензенская обл.,4427,169.14285714285714,168.85714285714286,4281.571428571428,4074.5714285714284,-1,77
2020-11-09,16775,12042,203,3,168,62,1.024,1.043,0.9339514022354705,1.053003500713625,Пензенская обл.,4530,169.71428571428572,168.78571428571428,4342.0,4132.285714285715,-2,103
2020-03-12,0,0,0,0,0,0,,,0.0,0.0,Пермский край,0,,,,,0,0
2020-03-13,1,0,0,0,1,0,,,2.2222222222222223,2.2222222222222223,Пермский край,1,,,,,1,1
2020-03-14,1,0,0,0,0,0,,,1.694915254237288,1.694915254237288,Пермский край,1,,,,,-1,0
2020-03-15,1,0,0,0,0,0,,,1.5873015873015872,1.6666666666666667,Пермский край,1,,,,,0,0
2020-03-16,2,0,0,0,1,0,,,2.197802197802198,2.3255813953488373,Пермский край,2,,,,,1,1
2020-03-17,2,0,0,0,0,0,,,1.7543859649122806,1.834862385321101,Пермский край,2,,,,,-1,0
2020-03-18,2,0,0,0,0,0,,,1.3605442176870748,1.408450704225352,Пермский край,2,0.2857142857142857,,1.2857142857142858,,0,0
2020-03-19,3,0,0,0,1,0,2.0,3.0,1.5075376884422111,1.5463917525773196,Пермский край,3,0.42857142857142855,,1.7142857142857142,,1,1
2020-03-20,3,0,0,0,0,0,0.5,2.0,1.1857707509881423,1.2448132780082988,Пермский край,3,0.2857142857142857,,2.0,,-1,0
2020-03-21,3,0,0,0,0,0,1.0,1.833,0.9803921568627451,1.0344827586206897,Пермский край,3,0.2857142857142857,,2.2857142857142856,,0,0
2020-03-22,3,0,0,0,0,0,1.0,1.714,0.8174386920980926,0.8547008547008547,Пермский край,3,0.2857142857142857,,2.5714285714285716,,0,0
2020-03-23,3,0,0,0,0,0,0.0,1.333,0.684931506849315,0.7125890736342043,Пермский край,3,0.14285714285714285,,2.7142857142857144,,0,0
2020-03-24,3,0,0,0,0,0,0.0,1.2,0.6060606060606061,0.6342494714587738,Пермский край,3,0.14285714285714285,,2.857142857142857,,0,0
